kod;masco2020;keterangan
;162205;Pengurus Pendobian, Pencucian Kering dan Penseterikaan
;162206;Pengurus Pengeluaran dan Operasi, Pencucian
;162207;Pengurus Pengeluaran dan Operasi, Perkhidmatan Penjagaan Diri
;162208;Pengurus Perkhidmatan Pengemasan
;162209;Pengurus Dobi
;162210;Pengurus Pengemasan Bilik
;162211;Pengurus Elektrik, Air dan Sanitari
;162212;Pengurus Sistem Alam Sekitar
;162213;Pengurus Pembentungan
;162214;Pengurus Sisa Pepejal
;162215;Penolong Pengurus Sisa Pepejal
;162216;Pengurus Air
;162217;Penolong Pengurus Air
;162218;Pengurus Air Sisa
;162219;Penolong Pengurus Air Sisa
;162220;Penolong Pengurus Pengemasan Bilik
;162221;Pengurus Pengeluaran, Pengurusan Sisa
;162222;Pengurus Pengeluaran, Bekalan dan Perawatan Air
;162223;Pengurus Loji Insinerator
;162224;Penolong Pengurus Loji Insinerator
;162225;Pengurus Parking Kereta
;162301;Pengurus Keselamatan
;162302;Pengurus Operasi Keselamatan
;162303;Penolong Pengurus Keselamatan
;162401;Pengurus Perpustakaan
;162402;Pengurus Muzium
;162403;Pengurus Arkib
;162404;Pengurus Kebudayaan
;162405;Pengurus Galeri Lukisan
;162406;Pengurus Perkhidmatan Pemulihan (Arkib)
;162407;Pengurus Pengeluaran dan Operasi Aktiviti, Kebudayaan
;162408;Pengurus Pentas
;162409;Pengurus Wayang
;162410;Pengurus Teater
;162411;Pengurus Acara (Penyiaran)
;162412;Pengurus Artis
;1629;PENGURUS PERKHIDMATAN YANG TIDAK DIKELASKAN DI MANA-MANA
;211101;Ahli Fizik
;211102;Ahli Fizik Teori
;211103;Ahli Aerodinamik
;211104;Ahli Balistik
;211105;Ahli Fizik Balistik
;211106;Ahli Fizik Hidrodinamik
;211107;Ahli Fizik Keadaan Pepejal
;211108;Ahli Fizik Mekanik
;211109;Ahli Hidrodinamik
;211110;Ahli Termodinamik
;211111;Ahli Fizik Akustik
;211112;Ahli Fizik Bunyi
;211113;Ahli Fizik Cahaya
;211114;Ahli Fizik Haba
;211115;Ahli Fizik Perubatan
;211116;Ahli Fizik Termodinamik
;211117;Ahli Fizik Elektrik dan Magnetisme
;211118;Ahli Fizik Elektronik
;211119;Ahli Fizik Nuklear
;211120;Ahli Fizik Atom
;211121;Ahli Fizik Molekul
;211122;Ahli Astrofizik
;211123;Ahli Astronomi
;211124;Ahli Astronomi Radio
;211125;Ahli Fizik Astronomi
;211126;Ahli Kosmologi
;211127;Ahli Fizik Reologi
;211128;Ahli Reologi
;211129;Angkasawan
;211201;Pegawai Meteorologi Gred C41
;211202;Ahli Meteorologi
;211203;Ahli Klimatologi
;211204;Ahli Meteorologi-Klimatologi
;211205;Ahli Meteorologi-Ramalan Cuaca
;211206;Ahli Seismologi
;211207;Jururamal Cuaca
;211208;Ahli Agrometeorologi
;211209;Ahli Meteorologi, Marin
;211210;Ahli Meteorologi, Alam Sekitar
;211211;Ahli Meteorologi, Ramalan Cuaca Berangka
;211212;Pakar Perkhidmatan Iklim
;211213;Pakar Perkhidmatan Penyejukan
;211214;Pakar Perkhidmatan Cuaca
;211301;Pegawai Makmal Filem Gred C41
;211302;Ahli Kimia
;211303;Ahli Kimia Getah
;211304;Ahli Kimia Organik
;211305;Ahli Kimia Bukan Organik
;211306;Ahli Kimia Kaca
;211307;Ahli Kimia Kaji Logam
;211308;Ahli Kimia Kakisan
;211309;Ahli Kimia Plastik
;211310;Ahli Kimia Polimer
;211311;Ahli Kimia Fizik
;211312;Ahli Kimia Analisis
;211313;Ahli Kimia Pembangunan dan Penyelidikan
;211314;Ahli Kimia Penulenan Air
;211315;Ahli Kimia Bahan Cuci
;211316;Ahli Kimia Barangan Kulit
;211317;Ahli Kimia Cat
;211318;Ahli Kimia Kawalan Kualiti
;211319;Ahli Kimia Makanan
;211320;Ahli Kimia Perindustrian
;211321;Ahli Kimia Petroleum
;211322;Ahli Kimia Pewarna
;211323;Ahli Kimia Tekstil
;211324;Ahli Kimia Farmaseutikal
;211325;Ahli Kimia Kristalografi
;211326;Ahli Kimia Nuklear
;211327;Stratigrapher Seismik
;211328;Ahli Geokimia
;211329;Paleo dan Biotratigrapher
;211330;Modeller Reservoir Geologi 2D/3D
;211331;Ahli Geologi Eksplorasi
;211332;Ahli Sedimentologi
;211333;Ahli Petrofizik
;211334;Basin Modeller
;211335;Pakar Pengkarbonan
;211336;Pakar Pemeluwapan
;211337;Pakar Penyaduran Nikel
;211338;Pakar Penganodan
;211339;Pakar Kompos Biodinamik
;211340;Pakar Moringa
;211341;Eksekutif Ahli Kimia
;211342;Ahli Kimia jaminan Kualiti
;211401;Ahli Geofizik
;211402;Ahli Geologi
;211403;Ahli Geologi Kejuruteraan
;211404;Ahli Geologi Perlombongan
;211405;Ahli Mineralogi
;211406;Ahli Geologi Minyak
;211407;Ahli Geologi Petroleum
;211408;Ahli Geologi Petrologi
;211409;Ahli Petrologi
;211410;Ahli Geofizik Oseanografi
;211411;Ahli Geologi Marin
;211412;Ahli Geologi Oseanografi
;211413;Ahli Oseanografi
;211414;Ahli Oseanografi Geofizik
;211415;Ahli Oseanografi Geologi
;211416;Ahli Geodesi
;211417;Ahli Geofizik Geomagnet
;211418;Ahli Geofizik Geomorfologi
;211419;Ahli Geofizik Seismologi
;211420;Ahli Geomagnet
;211421;Ahli Geomorfologi
;211422;Ahli Geofizik Hidrologi
;211423;Ahli Hidrogeologi
;211424;Ahli Hidrologi
;211425;Ahli Geologi Mikropalaeontologi
;211426;Ahli Geologi Palaeontologi
;211427;Ahli Geologi Stratigrafi
;211428;Ahli Paleontologi
;211429;Ahli Stratigraf
;211430;Mikropalaeontologi
;211431;Ahli Geosains Petroleum
;211432;Ahli Geosains
;211433;Mudlogger
;211434;Ahli Geologi Tapak
;211435;Ahli Geologi Operasi
;211436;Ahli Geologi Reservoir
;211437;Ahli Geologi Struktur
;211438;Geomodeller
;211439;Ahli Oseanografi Fizik
;211440;Interpreter Seismik
;211441;Pakar Geologi
;211442;Pakar Geofizik
;211443;Pegawai Geosains Gred C41
;211444;Geomekanik
;211445;Sedementologist
;212101;Perangkawan Gred E41
;212102;Ahli Matematik
;212103;Ahli Matematik Gunaan
;212104;Ahli Matematik Tulen
;212105;Ahli Matematik Sains Aktuari
;212106;Perangkawan Perangkaan Gunaan
;212107;Perangkawan Tinjauan
;212108;Ahli Biometrik
;212109;Ahli Demografi
;212110;Perunding Analitikal
;212111;Aktuari
;212112;Aktuari Harga
;212113;Aktuari Penilaian
;212114;Ahli Geomatik
;212115;Ahli Metrologi
;212116;Eksekutif Aktuari
;212117;Ketua Aktuari
;213101;Pegawai Hidupan Liar Gred G41
;213102;Ahli Imunologi
;213103;Ahli Mikrobiologi
;213104;Ahli Serologi
;213105;Ahli Virologi
;213106;Ahli Histologi
;213107;Ahli Histologi Tumbuhan
;213108;Ahli Biologi
;213109;Ahli Biologi Air Tawar
;213110;Ahli Biologi Akuatik
;213111;Ahli Biologi Marin
;213112;Ahli Bioteknologi
;213113;Ahli Hidrobiologi
;213114;Ahli Taksonomi
;213115;Ahli Taksonomi Tumbuhan
;213116;Ahli Taksonomi Haiwan
;213117;Ahli Sistologi
;213118;Ahli Sistologi Tumbuhan
;213119;Ahli Sistologi Haiwan
;213120;Ahli Botani
;213121;Ahli Botani Ekonomi
;213122;Ahli Botani Histologi
;213123;Ahli Botani Mikologi
;213124;Ahli Botani Taksonomi
;213125;Ahli Botani Tanih
;213126;Ahli Botani Ekologi
;213127;Ahli Genetik
;213128;Ahli Genetik Tumbuhan
;213129;Ahli Genetik Haiwan
;213130;Ahli Mikologi
;213131;Jurutera Genetik
;213132;Ahli Herpetologi
;213133;Ahli Iktiologi
;213134;Ahli Mamalogi
;213135;Ahli Ornitologi
;213136;Ahli Parasitologi
;213137;Ahli Pissikultur
;213138;Ahli Kultur Ikan
;213139;Ahli Zoologi
;213140;Ahli Zoologi Embriologi
;213141;Ahli Zoologi Entomologi
;213142;Ahli Zoologi Histologi
;213143;Ahli Zoologi Iktiologi
;213144;Ahli Zoologi Mammalogi
;213145;Ahli Zoologi Ornitologi
;213146;Ahli Zoologi Parasitologi
;213147;Ahli Zoologi Pissikultur
;213148;Ahli Zoologi Taksonomi
;213149;Ahli Zoologi Ekologi
;213150;Ahli Entomologi
;213151;Ahli Ekologi
;213152;Ahli Ekologi Haiwan
;213153;Ahli Ekologi Tumbuhan
;213154;Ahli Ekologi Sosial
;213155;Ahli Bakteriologi
;213156;Ahli Bakteriologi Farmaseutikal
;213157;Ahli Bakteriologi Makanan
;213158;Ahli Bakteriologi Molekul
;213159;Ahli Bakteriologi Perikanan
;213160;Ahli Bakteriologi Perindustrian
;213161;Ahli Bakteriologi Pertanian
;213162;Ahli Bakteriologi Perubatan
;213163;Ahli Bakteriologi Tanih
;213164;Ahli Bakteriologi Tenusu
;213165;Ahli Bakteriologi Veterinar
;213166;Ahli Teknologi, Teknologi Hijau
;213167;Ahli Tingkah Laku Haiwan
;213168;Juruteknologi Pengeluaran Semula Akua dan Marin
;213169;Arborist
;213201;Pegawai Perikanan Gred G41
;213202;Pemelihara Hutan Gred G41
;213203;Pegawai Pertanian Gred G41
;213204;Pegawai Rancangan Tanah Gred G41
;213205;Pegawai Pertanian
;213206;Penasihat Penanaman
;213207;Penasihat Perladangan
;213208;Penasihat Pertanian
;213209;Pendemonstrasi Ladang
;213210;Pegawai Perhutanan
;213211;Pegawai Pemulihara Hutan
;213212;Penasihat Perhutanan
;213213;Eksekutif Ladang Pertanian
;213214;Eksekutif Akuakultur
;213215;Eksekutif Perladangan
;213301;Pegawai Kawalan Alam Sekitar Gred C41
;213302;Ahli Agronomi
;213303;Ahli Sains Penyelidikan Tanaman
;213304;Ahli Sains Pertanian
;213305;Ahli Florikultur
;213306;Ahli Hortikultur
;213307;Ahli Olerikultur
;213308;Ahli Pomologi
;213309;Ahli Anatomi Kayu
;213310;Ahli Arborikultur
;213311;Ahli Pemulihara Tanih
;213312;Ahli Sains Perhutanan
;213313;Ahli Sains Tanih
;213314;Ahli Silvikultur
;213315;Juruanalisis Kayu
;213316;Ahli Sains Haiwan
;213317;Ahli Sains Penyelidikan Alam Sekitar
;213318;Pegawai Pemulihara
;213319;Ahli Sains Pemulihara
;213320;Penasihat Alam Sekitar
;213321;Juruaudit Alam Sekitar
;213322;Konsultan Alam Sekitar
;213323;Ahli Sains Semulajadi
;213324;Ahli Sains Alam Sekitar
;213401;Ahli Anatomi
;213402;Ahli Biokimia
;213403;Ahli Biokimia Enzim
;213404;Ahli Biokimia Klinikal
;213405;Ahli Biokimia Protein
;213406;Ahli Biokimia Steroid
;213407;Ahli Kimia Biologi
;213408;Ahli Biofizik
;213409;Ahli Endokrinologi
;213410;Ahli Fisiologi
;213411;Ahli Fisiologi Endokrinologi
;213412;Ahli Fisiologi Epidemiologi
;213413;Ahli Fisiologi Haiwan
;213414;Ahli Fisiologi Neurologi
;213415;Ahli Fisiologi Tumbuhan
;213416;Ahli Farmakologi
;213417;Ahli Farmakologi Toksikologi
;213418;Ahli Farmakologi Veterinar
;213419;Ahli Toksikologi
;213420;Ahli Histopatologi
;213421;Ahli Neuropatologi
;213422;Ahli Patologi
;213423;Ahli Patologi Forensik
;213424;Ahli Patologi Haiwan
;213425;Ahli Patologi Histopatologi
;213426;Ahli Patologi Klinikal
;213427;Ahli Patologi Neuropatologi
;213428;Ahli Patologi Pembedahan
;213429;Ahli Patologi Perubatan
;213430;Ahli Patologi Tumbuhan
;213431;Ahli Patologi Veterinar
;213432;Ahli Epidemiologi
;213433;Pakar Bio-Fermentasi
;213434;Ahli Farmasi Penyelidikan dan Pembangunan
;213435;Pakar Pemeliharaan Lebah
;213436;Pakar Embriologi
;214101;Jurutera Automasi
;214102;Jurutera Robotik
;214103;Jurutera Perindustrian
;214104;Jurutera Pengeluaran
;214105;Jurutera Susun Atur Perindustrian
;214106;Juruanalisis Komunikasi
;214107;Juruanalisis Sistem (Kecuali Komputer)
;214108;Jurutera Pengelolaan dan Kaedah
;214109;Jurutera Perancangan
;214110;Jurutera Sistem (Kecuali Komputer)
;214111;Jurutera Pereka Sistem (Kecuali Komputer)
;214112;Jurutera Kajian Kerja
;214113;Jurutera Kecekapan Perindustrian
;214114;Jurutera Masa dan Gerakan
;214115;Jurutera Penilaian Kos
;214116;Ahli Teknologi Barangan Kulit
;214117;Ahli Teknologi Kaca
;214118;Ahli Teknologi Pembungkusan
;214119;Ahli Teknologi Pencetakan
;214120;Ahli Teknologi Seramik
;214121;Ahli Teknologi Simen
;214122;Ahli Teknologi Tekstil
;214123;Ahli Teknologi Kayu
;214124;Jurutera Loji
;214125;Jurutera Reka bentuk Pembungkusan
;214126;Jurutera Reka bentuk Bungkusan Litar Bersepadu Analog (IC)
;214127;Ahli Teknologi Perabot Lembut
;214128;Ahli Teknologi Pengukiran
;214129;Jurutera Pembangunan Proses
;214130;Jurutera Pembungkusan
;214131;Jurutera Kemudahan Cekap
;214132;Jurutera Keandalan
;214133;Ketua Jurutera Pemodelan
;214134;Ketua Jurutera Keandalan
;214135;Juruteknologi Tenunan
;214136;Jurutera Pereka Fizikal
;214137;Jurutera Reka bentuk Automasi
;214138;Pakar Automasi Proses Robotik (RPA)
;214139;Pakar Automasi Proses Perniagaan
;214140;Perunding Fungsian Techno
;214141;Eksekutif Kejuruteraan Stor
;214142;Jurutera fotonik
;214143;Jurutera Penyelenggaraan Pencegahan (Kemudahan)
;214144;Jurutera SCADA
;214145;Jurutera Reka Bentuk Proses Unit (UPD)
;214146;Jurutera Deposisi Wap Kimia Plasma
;214147;Jurutera Proses Sputter
;214148;Jurutera Perincian Modul
;214149;Jurutera Peralatan Sputter
;214150;Jurutera Kaedah dan Proses
;214151;Jurutera Kaji Selidik
;214152;Jurutera Produk
;214153;Penyelaras Kejuruteraan
;214154;Fasilitator Infrastruktur Teknologi Hijau
;214155;Jurutera Tenaga
;214156;Jurutera Tenaga Baharu
;214157;Jurutera Persekitaran
;214158;Jurutera Tenaga Angin
;214159;Juruaudit Tenaga
;214160;Ahli Teknologi Industri 4.0
;214161;Jurutera Peralatan Khas (Mould)
;214162;Jurutera Peralatan Khas (Acuan)
;214163;Jurutera Pembuatan
;214164;Jurutera Kilang Minyak
;214165;Jurutera Pemerolehan
;214166;Jurutera Pemerolehan Pembuatan
;214167;Jurutera Projek
;214168;Jurutera Proses
;214169;Jurutera Bahan
;214170;Jurutera Simulasi Proses
;214171;Jurutera Kawalan Proses dan Instrumen
;214172;Jurutera Pentauliahan Operasi
;214173;Jurutera Komponen
;214174;Jurutera Perkakas
;214175;Jurutera Pengenalan Produk Baru (NPI)
;214176;Jurutera Pemeriksaan Optik Automatik (AOI)
;214177;Jurutera Analisis Kegagalan (FA)
;214178;Pembangun Automatik Proses Robotik (RPA)
;214179;Jurutera Mod Kegagalan dan Analisis Kesan (FMEA)
;214201;Pegawai Eksekutif (Kejuruteraan) Gred 41
;214202;Jurutera Gred J41
;214203;Pegawai Eksekutif (Kejuruteraan) Gred L5
;214204;Jurutera
;214205;Ahli Teknologi 
;214206;Ahli Teknologi Kejuruteraan Awam
;214207;Jurutera Awam
;214208;Jurutera Tapak Bina
;214209;Ahli Teknologi Bahan Bangunan
;214210;Jurutera Awam, Pembinaan
;214211;Jurutera Awam, Pembinaan Aerodom
;214212;Jurutera Awam, Pembinaan Bangunan
;214213;Jurutera Awam, Pembinaan Dok dan Pelabuhan
;214214;Jurutera Awam, Pembinaan Menara
;214215;Jurutera Awam, Pembinaan Serombong
;214216;Jurutera Awam, Struktur
;214217;Jurutera Awam, Struktur Bangunan
;214218;Jurutera Awam, Lebuh Raya dan Jalan
;214219;Jurutera Awam, Pembinaan Jalan
;214220;Jurutera Awam, Pembinaan Landasan Kereta api
;214221;Jurutera Awam, Geoteknik
;214222;Jurutera Awam, Pembinaan Jambatan
;214223;Jurutera Awam, Pembinaan Terowong
;214224;Jurutera Awam, Mekanik Tanih
;214225;Jurutera Awam, Pengairan
;214226;Jurutera Awam, Pengorekan
;214227;Jurutera Awam, Hidraulik
;214228;Jurutera Awam, Hidrologi
;214229;Jurutera Awam, Kesihatan Awam
;214230;Jurutera Awam, Sanitari
;214231;Jurutera Kemudahan
;214232;Jurutera Penyelenggaraan
;214233;Jurutera Geoteknik
;214234;Jurutera Struktur
;214235;Jurutera Pemeriksaan Pembinaan
;214236;Jurutera Reka bentuk Saliran
;214237;Pakar Perancangan Kemudahan
;214238;Jurutera Lapisan Asas
;214239;Jurutera Keandalan dan Keselamatan
;214240;Jurutera Pembinaan
;214241;Jurutera Penanda
;214242;Jurutera Hull dan Struktur
;214243;Jurutera Reka Bentuk Awam dan Struktur
;214244;Jurutera Hydrotreating Minyak/Perpaipan/Gas
;214245;Juruukur Bahan Gred J41
;214246;Juruukur Bangunan Gred J41
;214247;Pegawai Eksekutif (Ukur Bangunan) Gred 41
;214248;Juruukur Bahan
;214249;Jurutera Projek Pembinaan
;214250;Jurutera Proses Pembinaan
;214251;Jurutera Bahan Pembinaan
;214252;Jurutera Gred 23
;214253;Juruukur Bahan Gred 23
;214254;Juruukur Bangunan Gred 23
;214255;Jurutera Rekabentuk Audit dan Pelan
;214256;Jurutera Gred J48
;214257;Jurutera Perancang
;214258;Eksekutif Kemudahan
;214259;Jurutera Berdasarkan Pemantauan Keadaan (CBM)
;214301;Jurutera Alam Sekitar
;214302;Jurutera Kumbahan dan Sanitasi
;214303;Jurutera Kawalan Pencemaran Udara
;214304;Jurupemulihan Persekitaran
;214305;Juruanalis Persekitaran
;214401;Ahli Teknologi Kejuruteraan Mekanikal
;214402;Jurutera Mekanikal
;214403;Jurutera Jentera dan Peralatan Perindustrian
;214404;Jurutera Lif
;214405;Jurutera Mekanikal, Instrumen
;214406;Jurutera Kriogenik
;214407;Jurutera Mekanikal, Kuasa Nuklear
;214408;Jurutera Pemanasan Pengalihudaraan Penyaman Udara dan Penyejukan
;214409;Jurutera Diesel
;214410;Jurutera Enjin
;214411;Jurutera Enjin Jet
;214412;Jurutera Enjin Lokomotif
;214413;Jurutera Enjin Pembakaran Dalaman
;214414;Jurutera Mekanikal, Automotif
;214415;Jurutera Mekanikal, Diesel
;214416;Jurutera Mekanikal, Motor dan Enjin
;214417;Jurutera Mekanikal, Turbin Gas
;214418;Jurutera Mekanikal, Kapal
;214419;Jurutera Motor
;214420;Jurutera Pelinciran
;214421;Jurutera Stim
;214422;Jurutera Turbin Gas
;214423;Jurutera Reka bentuk Kereta Bermotor
;214424;Ahli Teknologi Kimpalan
;214425;Jurutera Mekanikal Pertanian
;214426;Jurutera Pertanian
;214427;Jurutera Mekanikal, Pesawat
;214428;Jurutera Mekanikal, Aeronautik
;214429;Jurutera Haba
;214430;Jurutera Mekanikal, Bahan Haba
;214431;Jurutera Reka Bentuk Hidraulik
;214432;Jurutera Microprogramming
;214433;Jurutera Komponen Aero-Material
;214434;Jurutera Teknologi Teknikal
;214435;Jurutera Peralatan
;214436;Jurutera Kimpalan
;214437;Jurutera Instrumen
;214438;Jurutera Penyelenggaraan Mekanikal
;214439;Jurutera Peralatan Berputar
;214440;Jurutera Operasi
;214441;Penguasa Platform
;214442;Jurutera Fabrikasi
;214443;Juruteknologi Kejuruteraan
;214444;Juruteknologi Mekanikal
;214445;Jurutera Peralatan Metrologi
;214446;Jurutera Penyelidikan dan Pembangunan
;214447;Jurutera Peralatan, Luar Pesisir
;214448;Jurutera Mesin CNC (Kawalan Berangka Komputer)
;214449;Jurutera CAD/CAM (Reka Bentuk dan Pembuatan Berbantu Komputer)
;214450;Jurutera Automasi CAD (Reka Bentuk Berbantu Komputer)
;214451;Jurutera CAD (Reka Bentuk Berbantu Komputer)
;214452;Pakar Kimpalan Arka Plasma
;214453;Pengaturcara CNC (Kawalan Berangka Komputer)
;214454;Wakil Perkhidmatan Lapangan (Mekanikal)
;214455;Jurutera Kenderaan
;214456;Jurutera Kereta Bersih
;214457;Jurutera Automasi Industri
;214458;Juruteknologi Robotik
;214459;Jurutera Aeroangkasa
;214460;Jurutera Mekatronik
;214461;Jurutera Statik
;214462;Jurutera Perkhidmatan Teknikal
;214463;Pengaturcara Robotik
;214464;Jurutera Kimpalan Teknikal
;214465;Jurutera Pengukuran/Ujian (Mekanikal)
;214501;Ahli Teknologi Kejuruteraan Kimia
;214502;Ahli Teknologi Proses Kimia
;214503;Jurutera Kimia
;214504;Jurutera Proses Kimia
;214505;Ahli Teknologi Bahan Bakar
;214506;Ahli Teknologi Cat
;214507;Jurutera Cat
;214508;Jurutera Varnis
;214509;Jurutera Baja
;214510;Jurutera Kimia, Farmaseutikal
;214511;Ahli Teknologi Alkohol
;214512;Ahli Teknologi Bru
;214513;Jurutera Kimia, Makanan
;214514;Ahli Teknologi Gentian
;214515;Ahli Teknologi Plastik
;214516;Ahli Teknologi Polimer
;214517;Ahli Teknologi Getah (Kimia)
;214518;Ahli Teknologi Kertas (Kimia)
;214519;Ahli Teknologi Tayar
;214520;Jurutera Loji Bahan Penyala
;214521;Ahli Teknologi Beku Kering (Kimia)
;214522;Jurutera Kakisan (Kimia)
;214523;Jurutera Kawalan Proses Kimia
;214601;Jurutera Perlombongan
;214602;Jurutera Perlombongan, Logam
;214603;Jurutera Perlombongan, Batu Arang
;214604;Jurutera Perlombongan, Bukan Logam
;214605;Jurutera Perlombongan, Intan
;214606;Jurutera Perlombongan, Petroleum
;214607;Jurutera Perlombongan, Gas Asli
;214608;Jurutera Ujian Logam
;214609;Ahli kaji logam
;214610;Ahli Kaji Logam, Bahan Radioaktif
;214611;Ahli Kaji Logam, Penguji Logam
;214612;Ahli Kaji Logam, Ekstraktif
;214613;Ahli Kaji Logam, Foundri
;214614;Ahli Kaji Logam, Fizik
;214615;Ahli Teknologi Ekstraktif
;214616;Penguji Logam
;214617;Jurutera Minyak dan Gas Asli
;214618;Jurutera Petroleum
;214619;Jurutera Gas
;214620;Jurutera Pengeluaran dan Pengagihan Gas Asli
;214621;Jurutera Penuangan
;214622;Jurutera Penggerudian
;214623;Jurutera Saluran Paip
;214624;Ketua Bahagian Marin
;214625;Ketua Bahagian Teknikal
;214626;Jurutera Bawah Permukaan (Petroleum)
;214627;Jurutera Bawah Laut
;214628;Jurutera Pengurusan Integriti
;214629;Jurutera Penyiapan
;214630;Jurutera Enhanced Oil Recovery (EOR)
;214631;Jurutera Takungan
;214632;Jurutera Wellsite (Perancangan)
;214633;Ahli Teknologi Pengeluaran
;214634;Ahli Ekonomi Petroleum
;214635;Jurutera Kemudahan (Rekabentuk Peralatan)
;214636;Jurutera Kawalan Kehilangan
;214637;Jurutera Kakisan Paip
;214638;Jurutera Kakisan Wellsite
;214639;Jurutera NDT (Ujian Tidak Merosakkan)
;214640;Jurutera Bahan dan Logam
;214641;Jurutera Hidraulik
;214642;Jurutera Pengurusan Air
;214643;Jurutera Rekabentuk Produk Pembangunan dan Penyelidikan
;214644;Jurutera Kesediaan dan Jaminan Operasi 
;214645;Jurutera Mekanikal Saluran Paip
;214646;Jurutera Projek Saluran Paip
;214647;Jurutera Simulasi dan Saluran Paip SCADA
;214648;Jurutera Tekanan Saluran Paip
;214649;Pakar Letupan
;214650;Pakar Radioaktif
;214651;Jurutera Telaga
;214652;Jurutera Integriti Telaga
;214653;Profesional Lapangan
;214654;Pakar Perkhidmatan Protokol Kawalan Transmisi 
;214655;Jurutera Mud
;214901;Jurutera Bahan Peletupan
;214902;Jurutera Penyelamat Marin
;214903;Jurutera Nuklear
;214904;Jurutera Kuasa Nuklear
;214905;Jurutera Keselamatan
;214906;Jurutera Keselamatan Perindustrian
;214907;Jurutera Kesihatan dan Keselamatan Perindustrian
;214908;Jurutera Kesihatan Perindustrian
;214909;Jurutera Kualiti
;214910;Pemeriksa Kilang dan Jentera
;214911;Jurutera Sistem Pengurusan Kualiti (QMS)
;214912;Jurutera Kualiti Pelanggan
;214913;Jurutera Perkhidmatan Lapangan
;214914;Jurutera Kualiti Pembekal
;214915;Ketua Jurutera Kualiti Pelanggan
;214916;Jurutera Jaminan Kualiti
;214917;Jurutera Kawalan Kualiti
;214918;Jurutera Penyelidikan
;214919;Jurutera Biomedikal
;214920;Jurutera Optik
;214921;Jurutera Pemeriksa Jaminan Kualiti/Kawalan Kualiti (QA/QC)
;214922;Pemeriksa Kilang dan Jentera Gred J41
;214923;Jurutera Komisen
;215101;Ahli Teknologi Kejuruteraan Elektrik
;215102;Jurutera Elektrik
;215103;Jurutera Sistem Elektrik
